NAME,TYPE,ADDRESS,LATITUDE,LONGITUDE,URL,school_zones
True Flavors Diner,Diner,5410 Highway 55 Suite AJ AK,35.89063204,-78.89643304,http://www.trueflavorsdiner.com/,"Parkwood Elementary, Lowes Grove Middle, Hillside High"
Remedy Room,Barbecue,347 W Main St,35.996959,-78.90405873,http://www.remedyroomnc.com/,"Parkwood Elementary, Lowes Grove Middle, Hillside High"
The Seafood Box,Restaurant,1418 Avondale Dr,35.99420255,-78.89792498,https://www.theseafoodboxdnc.com/,"C.C. Spaulding Elementary, Brogden Middle, Jordan High"
Piney Point Grill and Seafood Bar,Seafood,2515 Meridian Pkway,35.99420255,-78.89792498,http://places.singleplatform.com/piney-point-grill-and-seafood-bar--doubletree-suites-by-hilton-raleigh-durham/menu?ref=google,"Parkwood Elementary, Lowes Grove Middle, Hillside High"
China Buffet,Chinese,3720 Mayfair St,35.96916001,-78.95094804,https://chinabuffetnctogo.com/,"Forest View Elementary, Githens Middle, Jordan High"
El Jefecito Restaurant and Food Trucks,Restaurant,4910 Hillsborough Rd,36.03275551,-78.98735887,https://eljefecitofoodtruck.com/,"Hillandale Elementary, Brogden Middle, Riverside High"
Eastcut Sandwich Bar,Restaurant,3211 Old Chapel Hill Rd,35.96637694,-78.94589587,http://eastcutsandwich.com//,"Hope Valley Elementary, Githens Middle, Jordan High"
Newton's Restaurant & Lounge,Restaurant,4700 Guardian Dr,35.89352352,-78.84503498,http://eastcutsandwich.com//,"Bethesda Elementary, Lowes Grove Middle, Hillside High"
Hardee's ,Fast Food,2721 Chapel Hill Rd,35.97580057,-78.93476524,https://locations.hardees.com/nc/durham/2721-chapel-hill-rd?utm_source=yext&utm_medium=gmb-button&utm_campaign=search&utm_content=website&y_source=1_MTIzODg0NzktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"Lakewood Elementary, Brogden Middle, Jordan High"
Chick-fil-A,Fast Food,3912 N Roxboro St,36.04282947,-78.89809838,https://www.chick-fil-a.com/locations/nc/roxboro-road?utm_source=yext&utm_medium=link,"Holt Elementary, Carrington Middle, Riverside High"
First Watch,Breakfast,5307 New Hope Commons Blvd Ext,35.95554896,-78.99145428,https://www.firstwatch.com/locations/durham/?utm_source=local-listing&utm_medium=organic&utm_campaign=local-listing&utm_content=durham,"Creekside Elementary School, Githens Middle, Jordan High"
716ers Food,Restaurant,204 W Morgan,35.99850864,-78.899803,http://www.716ersfood.com/,"Glenn Elementary, Brogden Middle, Riverside High"
Carraba's Italian Grill,Italian,5312 New Hope Commons Dr,35.96209115,-78.97794432,https://locations.carrabbas.com/north-carolina/durham/5312-new-hope-commons-drive?y_source=1_MTU1MDMxMTYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"Creekside Elementary School, Githens Middle, Jordan High"
Capital Seafood Market ,Seafood,1304 University Dr,35.9855781,-78.91162915,https://capital-seafood-market.business.site/?utm_source=google&utm_medium=gmb&utm_campaign=seo,"C.C. Spaulding Elementary, Brogden Middle, Jordan High"
Chick-fil-A,Fast Food,4139 Durham-Chapel Hill Blvd,35.96857862,-78.96045439,https://www.chick-fil-a.com/locations/nc/south-square?utm_source=yext&utm_medium=link,"Forest View Elementary, Githens Middle, Jordan High"
L & D Grocery & Grill,Soul,2620 Angier Ave,35.97915162,-78.87140432,NA,"Y.E. Smith, Neal Middle, Southern High"
Roots Bistro & Bar Guatemalan Grill,Guatemalan,4810 Hope Valley Rd STE 101,35.9223833,-78.96252288,https://rootsbistroandbar.com/rootsbistro,"Southewest Elementary, Githens Middle, Jordan High"
